id,label
1,horse
2,automobile
3,truck
4,cat
5,airplane
6,frog
7,cat
8,dog
9,truck
10,dog
11,ship
12,truck
13,cat
14,truck
15,cat
16,airplane
17,dog
18,airplane
19,airplane
20,truck
21,bird
22,airplane
23,bird
24,horse
25,bird
26,automobile
27,frog
28,frog
29,bird
30,truck
31,bird
32,horse
33,deer
34,truck
35,horse
36,frog
37,truck
38,truck
39,ship
40,dog
41,horse
42,cat
43,automobile
44,horse
45,horse
46,automobile
47,bird
48,deer
49,horse
50,dog
51,airplane
52,horse
53,automobile
54,automobile
55,bird
56,bird
57,deer
58,airplane
59,airplane
60,frog
61,dog
62,truck
63,dog
64,automobile
65,dog
66,truck
67,ship
68,airplane
69,horse
70,dog
71,truck
72,automobile
73,cat
74,automobile
75,deer
76,dog
77,airplane
78,horse
79,deer
80,deer
81,airplane
82,horse
83,automobile
84,horse
85,truck
86,automobile
87,dog
88,automobile
89,automobile
90,automobile
91,horse
92,airplane
93,automobile
94,horse
95,automobile
96,frog
97,automobile
98,bird
99,automobile
100,airplane
101,automobile
102,bird
103,horse
104,truck
105,dog
106,airplane
107,automobile
108,dog
109,deer
110,truck
111,automobile
112,horse
113,deer
114,airplane
115,cat
116,horse
117,horse
118,frog
119,horse
120,frog
121,deer
122,horse
123,horse
124,dog
125,cat
126,truck
127,horse
128,horse
129,frog
130,dog
131,cat
132,deer
133,automobile
134,horse
135,dog
136,dog
137,cat
138,airplane
139,automobile
140,horse
141,cat
142,bird
143,automobile
144,automobile
145,dog
146,dog
147,truck
148,automobile
149,horse
150,truck
151,airplane
152,automobile
153,automobile
154,dog
155,automobile
156,horse
157,horse
158,airplane
159,cat
160,cat
161,cat
162,automobile
163,horse
164,ship
165,frog
166,cat
167,deer
168,cat
169,horse
170,frog
171,dog
172,automobile
173,frog
174,automobile
175,truck
176,dog
177,cat
178,deer
179,horse
180,truck
181,horse
182,automobile
183,dog
184,automobile
185,deer
186,horse
187,horse
188,automobile
189,truck
190,deer
191,cat
192,airplane
193,airplane
194,truck
195,automobile
196,dog
197,cat
198,truck
199,bird
200,truck
201,dog
202,deer
203,dog
204,truck
205,cat
206,airplane
207,frog
208,automobile
209,automobile
210,airplane
211,truck
212,cat
213,bird
214,dog
215,cat
216,cat
217,automobile
218,dog
219,cat
220,bird
221,truck
222,deer
223,frog
224,automobile
225,frog
226,horse
227,deer
228,frog
229,horse
230,truck
231,dog
232,bird
233,dog
234,automobile
235,horse
236,cat
237,cat
238,airplane
239,automobile
240,dog
241,bird
242,cat
243,automobile
244,horse
245,truck
246,dog
247,airplane
248,truck
249,cat
250,truck
251,bird
252,airplane
253,frog
254,truck
255,cat
256,cat
257,truck
258,dog
259,horse
260,airplane
261,horse
262,automobile
263,horse
264,horse
265,truck
266,bird
267,horse
268,horse
269,cat
270,automobile
271,dog
272,truck
273,dog
274,truck
275,horse
276,frog
277,horse
278,truck
279,dog
280,bird
281,cat
282,horse
283,dog
284,deer
285,truck
286,truck
287,dog
288,automobile
289,automobile
290,frog
291,automobile
292,truck
293,frog
294,ship
295,frog
296,truck
297,dog
298,bird
299,dog
300,cat
301,automobile
302,automobile
303,truck
304,deer
305,deer
306,cat
307,horse
308,truck
309,automobile
310,airplane
311,truck
312,bird
313,frog
314,automobile
315,cat
316,cat
317,dog
318,truck
319,horse
320,cat
321,truck
322,deer
323,ship
324,dog
325,deer
326,truck
327,deer
328,dog
329,truck
330,automobile
331,truck
332,deer
333,ship
334,automobile
335,airplane
336,truck
337,dog
338,dog
339,automobile
340,automobile
341,airplane
342,frog
343,cat
344,deer
345,dog
346,truck
347,bird
348,dog
349,horse
350,airplane
351,horse
352,horse
353,deer
354,automobile
355,airplane
356,dog
357,automobile
358,truck
359,airplane
360,cat
361,deer
362,airplane
363,dog
364,truck
365,frog
366,dog
367,deer
368,dog
369,automobile
370,automobile
371,dog
372,truck
373,truck
374,airplane
375,frog
376,airplane
377,automobile
378,frog
379,horse
380,cat
381,dog
382,automobile
383,horse
384,automobile
385,horse
386,horse
387,automobile
388,horse
389,automobile
390,horse
391,frog
392,automobile
393,cat
394,dog
395,horse
396,deer
397,cat
398,frog
399,deer
400,truck
401,automobile
402,horse
403,cat
404,frog
405,dog
406,airplane
407,automobile
408,airplane
409,airplane
410,cat
411,dog
412,horse
413,bird
414,horse
415,truck
416,automobile
417,truck
418,cat
419,automobile
420,automobile
421,deer
422,truck
423,automobile
424,cat
425,frog
426,dog
427,truck
428,truck
429,dog
430,dog
431,automobile
432,automobile
433,dog
434,airplane
435,dog
436,automobile
437,automobile
438,cat
439,automobile
440,dog
441,automobile
442,truck
443,automobile
444,automobile
445,horse
446,deer
447,dog
448,horse
449,airplane
450,dog
