id,label
1,horse
2,automobile
3,automobile
4,truck
5,horse
6,cat
7,deer
8,cat
9,horse
10,dog
11,airplane
12,horse
13,cat
14,truck
15,dog
16,bird
17,cat
18,dog
19,airplane
20,cat
21,dog
22,cat
23,frog
24,horse
25,truck
26,frog
27,automobile
28,horse
29,frog
30,dog
31,cat
32,deer
33,dog
34,horse
35,horse
36,cat
37,dog
38,automobile
39,ship
40,dog
41,deer
42,automobile
43,truck
44,airplane
45,dog
46,automobile
47,horse
48,dog
49,frog
50,truck
51,airplane
52,horse
53,truck
54,frog
55,airplane
56,ship
57,frog
58,automobile
59,airplane
60,bird
61,bird
62,dog
63,frog
64,frog
65,ship
66,truck
67,deer
68,airplane
69,airplane
70,cat
71,truck
72,automobile
73,frog
74,truck
75,airplane
76,cat
77,airplane
78,automobile
79,deer
80,truck
81,cat
82,automobile
83,truck
84,automobile
85,horse
86,truck
87,dog
88,truck
89,automobile
90,horse
91,automobile
92,airplane
93,horse
94,truck
95,automobile
96,deer
97,dog
98,airplane
99,truck
100,frog
101,automobile
102,cat
103,horse
104,cat
105,cat
106,airplane
107,frog
108,deer
109,automobile
110,truck
111,airplane
112,frog
113,horse
114,airplane
115,frog
116,deer
117,truck
118,bird
119,dog
120,bird
121,horse
122,truck
123,automobile
124,dog
125,ship
126,deer
127,dog
128,horse
129,deer
130,airplane
131,horse
132,deer
133,frog
134,dog
135,bird
136,dog
137,horse
138,dog
139,cat
140,automobile
141,cat
142,truck
143,dog
144,truck
145,truck
146,bird
147,horse
148,automobile
149,horse
150,dog
151,ship
152,deer
153,dog
154,truck
155,truck
156,cat
157,automobile
158,truck
159,cat
160,horse
161,dog
162,airplane
163,horse
164,cat
165,dog
166,dog
167,cat
168,deer
169,frog
170,dog
171,dog
172,dog
173,frog
174,horse
175,cat
176,cat
177,dog
178,dog
179,bird
180,automobile
181,deer
182,truck
183,dog
184,frog
185,dog
186,frog
187,truck
188,deer
189,horse
190,airplane
191,cat
192,airplane
193,airplane
194,horse
195,horse
196,dog
197,deer
198,cat
199,airplane
200,truck
201,dog
202,cat
203,horse
204,horse
205,horse
206,horse
207,horse
208,horse
209,automobile
210,horse
211,truck
212,horse
213,dog
214,dog
215,dog
216,automobile
217,dog
218,truck
219,dog
220,deer
221,horse
222,cat
223,dog
224,frog
225,truck
226,automobile
227,frog
228,deer
229,truck
230,horse
231,dog
232,deer
233,cat
234,cat
235,frog
236,truck
237,dog
238,truck
239,horse
240,dog
241,dog
242,dog
243,truck
244,horse
245,horse
246,horse
247,truck
248,dog
249,horse
250,truck
251,ship
252,airplane
253,dog
254,ship
255,dog
256,frog
257,truck
258,truck
259,cat
260,dog
261,horse
262,automobile
263,deer
264,horse
265,dog
266,horse
267,horse
268,airplane
269,cat
270,frog
271,dog
272,truck
273,cat
274,dog
275,horse
276,automobile
277,horse
278,truck
279,horse
280,dog
281,cat
282,horse
283,cat
284,horse
285,cat
286,truck
287,horse
288,automobile
289,truck
290,dog
291,airplane
292,cat
293,airplane
294,horse
295,truck
296,dog
297,cat
298,frog
299,ship
300,truck
301,truck
302,cat
303,dog
304,airplane
305,frog
306,frog
307,ship
308,airplane
309,automobile
310,automobile
311,frog
312,dog
313,bird
314,truck
315,automobile
316,dog
317,deer
318,dog
319,horse
320,cat
321,horse
322,deer
323,cat
324,automobile
325,dog
326,deer
327,horse
328,cat
329,automobile
330,automobile
331,automobile
332,horse
333,bird
334,automobile
335,dog
336,truck
337,deer
338,dog
339,deer
340,dog
341,bird
342,cat
343,cat
344,frog
345,automobile
346,truck
347,cat
348,automobile
349,airplane
350,dog
351,frog
352,deer
353,frog
354,frog
355,airplane
356,horse
357,horse
358,frog
359,airplane
360,horse
361,truck
362,airplane
363,cat
364,automobile
365,truck
366,dog
367,bird
368,airplane
369,automobile
370,cat
371,dog
372,horse
373,horse
374,frog
375,truck
376,ship
377,automobile
378,frog
379,automobile
380,cat
381,automobile
382,truck
383,truck
384,automobile
385,horse
386,automobile
387,cat
388,truck
389,dog
390,horse
391,frog
392,dog
393,frog
394,airplane
395,frog
396,dog
397,horse
398,airplane
399,cat
400,truck
401,ship
402,truck
403,automobile
404,automobile
405,truck
406,airplane
407,automobile
408,automobile
409,airplane
410,cat
411,cat
412,dog
413,airplane
414,frog
415,dog
416,cat
417,dog
418,deer
419,horse
420,horse
421,frog
422,cat
423,dog
424,horse
425,cat
426,horse
427,truck
428,truck
429,dog
430,horse
431,horse
432,automobile
433,truck
434,dog
435,dog
436,deer
437,automobile
438,truck
439,dog
440,automobile
441,horse
442,automobile
443,airplane
444,frog
445,ship
446,horse
447,automobile
448,frog
449,airplane
450,dog
451,horse
452,horse
453,horse
454,truck
455,horse
