id,label
1,horse
2,dog
3,truck
4,truck
5,horse
6,cat
7,automobile
8,horse
9,cat
10,dog
11,bird
12,horse
13,frog
14,truck
15,cat
16,airplane
17,deer
18,deer
19,airplane
20,automobile
21,cat
22,ship
23,cat
24,truck
25,frog
26,dog
27,ship
28,horse
29,frog
30,cat
31,bird
32,frog
33,cat
34,horse
35,horse
36,dog
37,truck
38,automobile
39,ship
40,truck
41,horse
42,dog
43,truck
44,airplane
45,automobile
46,ship
47,automobile
48,horse
49,frog
50,automobile
51,airplane
52,truck
53,cat
54,truck
55,horse
56,ship
57,horse
58,automobile
59,airplane
60,frog
61,bird
62,bird
63,bird
64,automobile
65,ship
66,frog
67,deer
68,airplane
69,horse
70,cat
71,truck
72,automobile
73,frog
74,dog
75,bird
76,cat
77,airplane
78,dog
79,horse
80,truck
81,cat
82,automobile
83,automobile
84,horse
85,automobile
86,truck
87,dog
88,frog
89,automobile
90,airplane
91,horse
92,airplane
93,deer
94,truck
95,automobile
96,truck
97,dog
98,bird
99,truck
100,deer
101,deer
102,horse
103,horse
104,deer
105,dog
106,airplane
107,frog
108,horse
109,horse
110,truck
111,airplane
112,frog
113,dog
114,airplane
115,bird
116,deer
117,horse
118,dog
119,dog
120,frog
121,horse
122,horse
123,airplane
124,truck
125,ship
126,cat
127,dog
128,horse
129,bird
130,airplane
131,horse
132,frog
133,truck
134,airplane
135,automobile
136,dog
137,horse
138,cat
139,ship
140,horse
141,cat
142,automobile
143,dog
144,automobile
145,truck
146,bird
147,horse
148,ship
149,horse
150,dog
151,ship
152,frog
153,horse
154,automobile
155,truck
156,horse
157,truck
158,airplane
159,dog
160,bird
161,horse
162,airplane
163,cat
164,truck
165,horse
166,bird
167,cat
168,automobile
169,horse
170,cat
171,dog
172,dog
173,cat
174,dog
175,horse
176,automobile
177,automobile
178,horse
179,bird
180,ship
181,horse
182,horse
183,dog
184,frog
185,dog
186,cat
187,bird
188,dog
189,horse
190,bird
191,horse
192,automobile
193,airplane
194,horse
195,horse
196,automobile
197,automobile
198,cat
199,airplane
200,truck
201,dog
202,horse
203,cat
204,bird
205,truck
206,horse
207,horse
208,cat
209,automobile
210,horse
211,dog
212,bird
