id,label
1,dog
2,truck
3,truck
4,cat
5,horse
6,deer
7,horse
8,automobile
9,bird
10,cat
11,truck
12,horse
13,dog
14,deer
15,frog
16,airplane
17,deer
18,dog
19,cat
20,truck
21,deer
22,cat
23,truck
24,deer
25,ship
26,airplane
27,frog
28,dog
29,airplane
30,automobile
31,cat
32,deer
33,automobile
34,horse
35,truck
36,deer
37,dog
38,frog
39,ship
40,bird
41,frog
42,dog
43,truck
44,bird
45,automobile
46,airplane
47,truck
48,dog
49,horse
50,automobile
51,cat
52,automobile
53,frog
54,cat
55,automobile
56,cat
57,frog
58,dog
59,airplane
60,cat
61,dog
62,dog
63,cat
64,dog
65,cat
66,dog
67,ship
68,bird
69,horse
70,dog
71,cat
72,automobile
73,bird
74,deer
75,frog
76,dog
77,airplane
78,horse
79,deer
80,automobile
81,dog
82,truck
83,automobile
84,truck
85,frog
86,frog
87,dog
88,automobile
89,bird
90,automobile
91,automobile
92,bird
93,dog
94,bird
95,truck
96,cat
97,frog
98,bird
99,frog
100,frog
101,deer
102,deer
103,horse
104,dog
105,dog
106,automobile
107,horse
108,frog
109,truck
110,automobile
111,cat
112,automobile
113,deer
114,dog
115,frog
116,horse
117,horse
118,bird
119,cat
120,bird
121,automobile
122,frog
123,automobile
124,truck
125,cat
126,truck
127,deer
128,cat
129,frog
130,bird
131,horse
132,truck
133,automobile
134,horse
135,automobile
136,automobile
137,frog
138,deer
139,frog
140,cat
141,deer
142,horse
143,frog
144,deer
145,bird
146,bird
147,cat
148,automobile
149,dog
150,cat
151,dog
152,deer
153,dog
154,cat
155,truck
156,deer
157,bird
158,airplane
159,horse
160,dog
161,dog
162,cat
163,dog
164,cat
165,truck
166,dog
167,cat
168,dog
169,cat
170,dog
171,bird
172,automobile
173,dog
174,horse
175,dog
176,cat
177,automobile
178,cat
179,airplane
180,cat
181,cat
182,frog
183,cat
184,automobile
185,dog
186,bird
187,bird
188,cat
189,horse
190,cat
191,frog
192,automobile
193,airplane
194,truck
195,bird
196,deer
197,frog
198,automobile
199,cat
200,cat
201,bird
202,deer
203,frog
204,cat
205,cat
206,automobile
207,dog
208,cat
209,automobile
210,frog
211,dog
212,frog
213,bird
214,dog
215,dog
216,cat
217,horse
218,dog
219,frog
220,airplane
221,frog
222,frog
223,deer
224,automobile
225,dog
226,horse
227,deer
228,frog
229,frog
230,cat
231,bird
232,dog
233,horse
234,frog
235,horse
236,cat
237,cat
238,automobile
239,frog
240,dog
241,frog
242,truck
243,automobile
244,deer
245,deer
246,deer
247,truck
248,truck
249,cat
250,frog
251,truck
252,cat
253,airplane
254,truck
255,dog
256,deer
257,frog
258,frog
259,cat
260,bird
261,horse
262,automobile
263,automobile
264,bird
265,bird
266,bird
267,bird
268,frog
269,dog
270,automobile
271,cat
272,automobile
273,bird
274,dog
275,truck
276,deer
277,automobile
278,automobile
279,frog
280,deer
281,dog
282,bird
283,horse
284,automobile
285,dog
286,deer
287,dog
288,truck
289,frog
290,cat
291,horse
292,dog
293,automobile
294,bird
295,deer
296,deer
297,truck
298,cat
299,cat
300,horse
301,cat
302,cat
303,dog
304,cat
305,dog
306,cat
307,bird
308,bird
309,truck
310,automobile
311,automobile
312,dog
313,bird
314,deer
315,automobile
316,dog
317,truck
318,dog
319,truck
320,frog
321,horse
322,automobile
323,frog
324,dog
325,dog
326,automobile
327,automobile
328,deer
329,automobile
330,truck
331,truck
332,frog
333,dog
334,airplane
335,dog
336,automobile
337,cat
338,truck
339,cat
340,automobile
341,bird
342,horse
343,frog
344,automobile
345,bird
346,truck
347,ship
348,automobile
349,horse
350,horse
351,automobile
352,automobile
353,truck
354,deer
355,dog
356,horse
357,automobile
358,frog
359,ship
360,cat
361,cat
362,airplane
363,airplane
364,deer
365,deer
366,automobile
367,truck
368,deer
369,automobile
370,horse
371,deer
372,frog
373,frog
374,airplane
375,truck
376,cat
377,cat
378,cat
379,horse
380,deer
381,dog
382,airplane
383,frog
384,airplane
385,cat
386,truck
387,automobile
388,bird
389,deer
390,cat
391,automobile
392,automobile
393,automobile
394,ship
395,frog
396,deer
397,truck
398,frog
399,dog
400,dog
401,automobile
402,cat
403,deer
404,dog
405,cat
406,automobile
407,frog
408,automobile
409,cat
410,deer
411,automobile
412,dog
413,bird
414,horse
415,horse
416,deer
417,truck
418,automobile
419,automobile
420,bird
421,automobile
422,bird
423,horse
424,dog
425,dog
426,deer
427,dog
428,truck
429,bird
430,cat
431,frog
432,horse
433,dog
434,bird
435,truck
436,cat
437,automobile
438,automobile
439,truck
440,bird
441,automobile
442,horse
443,automobile
444,truck
445,bird
446,dog
447,automobile
448,cat
449,airplane
450,automobile
451,bird
452,automobile
453,bird
454,automobile
455,cat
456,airplane
457,automobile
458,frog
459,bird
460,horse
461,frog
462,deer
463,frog
464,bird
465,airplane
466,deer
467,deer
468,truck
469,ship
470,cat
471,dog
472,truck
473,automobile
474,cat
475,frog
476,bird
477,truck
478,frog
479,bird
480,cat
481,dog
482,cat
483,automobile
484,truck
485,cat
486,deer
487,cat
488,frog
489,truck
490,truck
491,deer
492,dog
493,deer
494,truck
495,dog
496,horse
497,truck
498,dog
499,dog
500,horse
501,airplane
502,frog
503,cat
504,automobile
505,cat
506,cat
507,horse
508,automobile
509,horse
510,truck
511,horse
512,truck
513,deer
514,deer
515,frog
516,frog
517,bird
518,cat
519,dog
520,deer
521,bird
522,dog
523,dog
524,frog
525,dog
526,deer
527,truck
528,deer
529,cat
530,bird
531,horse
532,ship
533,bird
534,bird
535,dog
536,cat
537,truck
538,frog
539,truck
540,automobile
541,truck
542,horse
543,truck
544,truck
545,cat
546,deer
547,ship
548,dog
549,cat
550,deer
551,truck
552,ship
553,automobile
554,dog
555,ship
556,bird
557,cat
558,cat
559,dog
560,dog
561,deer
562,airplane
563,dog
564,automobile
565,automobile
566,ship
567,dog
568,deer
569,automobile
570,automobile
571,automobile
572,bird
573,automobile
574,automobile
575,bird
576,bird
577,automobile
578,dog
579,cat
580,truck
581,dog
582,frog
583,frog
584,automobile
585,dog
586,deer
587,frog
588,automobile
589,deer
590,dog
591,frog
592,automobile
593,frog
594,truck
595,frog
596,bird
597,cat
598,automobile
599,dog
600,dog
601,frog
602,dog
603,airplane
604,frog
605,automobile
606,frog
607,ship
608,frog
609,truck
610,automobile
611,dog
612,dog
613,dog
614,cat
615,deer
616,deer
617,automobile
618,bird
619,dog
620,deer
621,deer
622,automobile
623,deer
624,dog
625,truck
626,bird
627,dog
628,dog
629,dog
630,dog
631,airplane
632,deer
633,airplane
634,bird
635,deer
636,automobile
637,automobile
638,truck
639,airplane
640,cat
641,cat
642,truck
643,dog
644,airplane
645,dog
646,cat
647,frog
648,automobile
649,deer
650,airplane
651,dog
652,truck
653,bird
654,dog
655,dog
656,airplane
657,dog
658,deer
659,cat
660,frog
661,cat
662,frog
663,automobile
664,automobile
665,frog
666,frog
667,automobile
668,horse
669,truck
670,cat
671,dog
672,dog
673,bird
674,ship
675,bird
676,horse
677,dog
678,truck
679,bird
680,cat
681,deer
682,cat
683,airplane
684,cat
685,truck
686,frog
687,frog
688,frog
689,bird
690,deer
691,frog
692,cat
693,frog
694,frog
695,dog
696,truck
697,dog
698,frog
699,automobile
700,cat
701,automobile
702,dog
703,automobile
704,cat
705,deer
706,dog
707,automobile
708,automobile
709,cat
710,airplane
711,bird
712,automobile
713,truck
714,horse
715,frog
716,truck
717,cat
718,cat
719,automobile
720,automobile
721,truck
722,horse
723,ship
724,frog
725,bird
726,horse
727,deer
728,cat
729,frog
730,automobile
731,cat
732,cat
733,dog
734,cat
735,bird
736,airplane
737,automobile
738,truck
739,frog
740,horse
741,airplane
742,dog
743,automobile
744,dog
745,dog
746,cat
747,deer
748,deer
749,dog
750,cat
751,automobile
752,cat
753,dog
754,dog
755,cat
756,deer
757,dog
758,cat
759,dog
760,cat
761,frog
762,truck
763,deer
764,dog
765,automobile
766,automobile
767,automobile
768,automobile
769,airplane
770,cat
771,bird
772,automobile
773,automobile
774,automobile
775,horse
776,automobile
777,cat
778,truck
779,cat
780,bird
781,truck
782,bird
783,dog
784,truck
