id,label
1,horse
2,dog
3,dog
4,dog
5,deer
6,cat
7,bird
8,dog
9,truck
10,automobile
11,bird
12,dog
13,bird
14,cat
15,deer
16,airplane
17,cat
18,dog
19,airplane
20,airplane
21,automobile
22,ship
23,dog
24,truck
25,horse
26,dog
27,dog
28,dog
29,airplane
30,horse
31,frog
32,dog
33,deer
34,cat
35,cat
36,cat
37,dog
38,dog
39,automobile
40,deer
41,dog
42,airplane
43,truck
44,cat
45,automobile
46,airplane
47,deer
48,truck
49,cat
50,dog
51,airplane
52,airplane
53,deer
54,deer
55,bird
56,airplane
57,dog
58,cat
59,airplane
60,automobile
61,cat
62,automobile
63,horse
64,truck
65,airplane
66,dog
67,airplane
68,airplane
69,cat
70,cat
71,automobile
72,bird
73,dog
74,frog
75,airplane
76,airplane
77,airplane
78,dog
79,dog
80,horse
81,bird
82,deer
83,truck
84,truck
85,deer
86,truck
87,cat
88,dog
89,deer
90,airplane
91,dog
92,bird
93,automobile
94,cat
95,truck
96,truck
97,bird
98,deer
99,truck
100,airplane
101,deer
102,dog
103,cat
104,cat
105,automobile
106,airplane
107,dog
108,automobile
109,bird
110,automobile
111,cat
112,cat
113,cat
114,bird
115,deer
116,bird
117,frog
118,deer
119,cat
120,frog
121,deer
122,automobile
123,ship
124,dog
125,airplane
126,cat
127,dog
128,horse
129,dog
130,dog
131,deer
132,airplane
133,automobile
134,dog
135,dog
136,dog
137,ship
138,automobile
139,airplane
140,automobile
141,deer
142,automobile
143,dog
144,automobile
145,horse
146,bird
147,dog
148,cat
149,bird
150,cat
151,automobile
152,horse
153,cat
154,ship
155,truck
156,cat
157,truck
158,truck
159,deer
160,cat
161,dog
162,ship
163,bird
164,deer
165,horse
166,bird
167,dog
168,ship
169,deer
170,bird
171,deer
172,truck
173,horse
174,bird
175,truck
176,horse
177,dog
178,cat
179,truck
180,automobile
181,frog
182,airplane
183,dog
184,dog
185,bird
186,frog
187,ship
188,dog
189,automobile
190,airplane
191,cat
192,ship
193,bird
194,truck
195,truck
196,airplane
197,automobile
198,dog
199,deer
200,horse
201,cat
202,dog
203,deer
204,cat
205,airplane
206,bird
207,airplane
208,airplane
209,truck
210,horse
211,truck
